id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
21868,,1221,16,1,12,-156.81,30.02,18877.28,fecha_formato_invalido
21869,,1363,58,13,3,1902.63,2394.60,141723.39,fecha_formato_invalido
21870,,2585,35,8,3,1774.81,194.15,189735.99,fecha_formato_invalido
21871,,2485,49,4,3,1993.29,347.36,,"monto_asegurado_error,fecha_formato_invalido"
21872,,470,47,7,10,, 62.88 ,79402.54,fecha_formato_invalido
21873,,1258,31,10,8,465.41, 72.24 ,,"monto_asegurado_error,fecha_formato_invalido"
21875,,97,43,6,3,1.87307,311.08,269245.76,fecha_formato_invalido
21876,,91,42,4,6,,-,178144.06,fecha_formato_invalido
21877,,1272,59,3,2,162.98,15.75,14.90001,fecha_formato_invalido
21878,,1302,53,11,12,1914.0,-,237069.3,fecha_formato_invalido
21879,,1392,14,4,10,928.97,162.78,98.39157,fecha_formato_invalido
21881,,598,79,11,4,1.30298, 276.98 ,158300.77,fecha_formato_invalido
21882,,1272,80,10,9,, 277.83 ,100543.57,fecha_formato_invalido
21884,,2834,69,14,3,1.38828,,167.52396,fecha_formato_invalido
21885,,1322,22,4,5,85137.0,"202,90",59320.7,fecha_formato_invalido
21886,,967,49,7,9,829.63,86.41,90604.11,fecha_formato_invalido
21887,,2032,63,12,12,73.89, 13.06 ,5.04269,fecha_formato_invalido
21888,,542,34,9,4,492.43,47.22,38479.21,fecha_formato_invalido
21889,,1228,74,8,8,,,105216.4,fecha_formato_invalido
21890,,123,45,10,7,726.87,"45,91",52465.58,fecha_formato_invalido
21891,,2611,44,14,7,185.19,39.51,30.46793,fecha_formato_invalido
21892,,551,39,8,6,26777.0,18.17,,"monto_asegurado_error,fecha_formato_invalido"
21893,,2634,22,12,3,798.69,114.23,33248.04,fecha_formato_invalido
21894,,1386,37,1,4,1837.82,133.40,296782.33,fecha_formato_invalido
21895,,2058,16,1,2,1279.19,"93,57",59.11967,fecha_formato_invalido
21896,,2582,39,13,8,36803.0,31.02,9362.98,fecha_formato_invalido
21897,,2206,22,9,7,566.16,59.78,108852.69,fecha_formato_invalido
21898,,1087,30,13,8,432.57,93.24,11635.11,fecha_formato_invalido
21899,,103,50,11,2,481.69, 27.78 ,16573.9,fecha_formato_invalido
21900,,1083,54,5,7,1566.38,,48878.56,fecha_formato_invalido
21902,,1097,73,5,3,1877.55,"415,59",322981.69,fecha_formato_invalido
21903,,1653,30,2,5,,-,240441.95,fecha_formato_invalido
21904,,524,69,9,6,1493.95,304.46,112.87146,fecha_formato_invalido
21905,,1725,6,5,9,603.25,114.48,79187.63,fecha_formato_invalido
21906,2025-03-30,1468,22,10,10,1.94248, 273.70 ,,monto_asegurado_error
21907,,694,71,1,4,1163.56, 59.46 ,70715.71,fecha_formato_invalido
21908,,2346,28,3,8,, 97.06 ,,"monto_asegurado_error,fecha_formato_invalido"
21909,,2642,14,13,12,1.88834,"159,02",188536.94,fecha_formato_invalido
21911,,3707,51,12,3,903.64, 141.63 ,74242.83,fecha_formato_invalido
21912,,2513,75,13,6,60901.0,121.81,109.58934,fecha_formato_invalido
21913,,518,11,14,2,,,69775.76,fecha_formato_invalido
21917,,933,30,9,3,1238.06,-,215032.17,fecha_formato_invalido
21918,2025-05-10,1425,42,7,5,350.76,47.85,,monto_asegurado_error
21919,,1695,60,15,7,,"321,69",260712.83,fecha_formato_invalido
21920,,152,42,9,4,1.22693,123.65,236783.11,fecha_formato_invalido
21921,,730,71,11,5,59607.0, 111.05 ,73204.28,fecha_formato_invalido
21922,,1403,24,13,6,1371.91,-,248877.15,fecha_formato_invalido
21923,,1134,29,7,11,1342.89,"232,91",102.91597,fecha_formato_invalido
21924,,2128,16,11,4,50189.0,111.53,95348.78,fecha_formato_invalido
21926,,2265,8,4,7,,,180573.79,fecha_formato_invalido
21928,,1061,9,3,12,,,,"monto_asegurado_error,fecha_formato_invalido"
21929,,393,63,2,11,,180.19,186007.67,fecha_formato_invalido
21930,,231,54,7,7,,,86248.41,fecha_formato_invalido
21931,,2084,13,2,6,155.34,31.18,19468.46,fecha_formato_invalido
21932,,1658,27,3,9,98.56,,6629.07,fecha_formato_invalido
21933,,2948,6,11,10,1.76682,,82007.8,fecha_formato_invalido
21935,2025-08-31,197,67,8,7,,1353.41,,monto_asegurado_error
21936,2025-07-21,2762,19,6,11,1107.84,"186,80",,monto_asegurado_error
21937,,1412,50,4,4,,,12584.5,fecha_formato_invalido
21938,,1703,103,7,11,1491.27,"287,45",,"monto_asegurado_error,fecha_formato_invalido"
21939,,39,49,3,12,1162.7, 192.21 ,182745.71,fecha_formato_invalido
21941,,497,48,2,10,, 2648.90 ,157122.5,fecha_formato_invalido
21942,,2780,60,12,6,1.83829,"132,37",,"monto_asegurado_error,fecha_formato_invalido"
21943,,2581,65,9,1,1547.75, 302.71 ,108095.76,fecha_formato_invalido
21944,,1083,24,12,6,,,21.22778,fecha_formato_invalido
21945,,215,5,14,8,769.9,,22.31091,fecha_formato_invalido
21946,,1628,80,12,10,1.9023,278.13,,"monto_asegurado_error,fecha_formato_invalido"
21947,,1032,70,9,2,261.79, 58.01 ,31226.43,fecha_formato_invalido
21948,,2032,78,6,11,163.74,"33,83",8829.02,fecha_formato_invalido
21949,,3701,35,14,11,1466.81,"204,31",84478.0,fecha_formato_invalido
21950,,2381,59,5,7,1410.4,"303,41",143.26927,fecha_formato_invalido
21951,,2931,73,1,7,276.63,-,45918.85,fecha_formato_invalido
21952,,1035,5,1,4,220.75,"27,56",31404.42,fecha_formato_invalido
21953,,2904,50,3,5,, 250.37 ,159311.9,fecha_formato_invalido
21954,,555,54,11,7,,106.32,,"monto_asegurado_error,fecha_formato_invalido"
21956,,989,13,9,11,507.31,124.55,83657.79,fecha_formato_invalido
21957,,2507,50,9,10,1.55579, 104.36 ,156.13966,fecha_formato_invalido
21958,,1477,46,15,12,,154.70,148.74569,fecha_formato_invalido
21960,,737,53,4,4,,66.35,37341.31,fecha_formato_invalido
21961,,10,38,8,9,,102.95,63.69006,fecha_formato_invalido
21962,,1365,4,13,1,77267.0,124.01,,"monto_asegurado_error,fecha_formato_invalido"
21963,,2179,21,2,8,1470.8,283.25,,"monto_asegurado_error,fecha_formato_invalido"
21964,,2650,8,6,6,695.95,,,"monto_asegurado_error,fecha_formato_invalido"
21965,2025-01-09,2653,18,11,2,72986.0, 106.31 ,,monto_asegurado_error
21966,,153,29,14,3,497.49, 28.01 ,,"monto_asegurado_error,fecha_formato_invalido"
21967,,2790,113,3,11,1740.42,357.31,116.2114,fecha_formato_invalido
21968,2025-11-10,1097,33,11,9,807.41,57.28,,monto_asegurado_error
21969,,2212,2,2,6,1153.64,"69,21",76045.04,fecha_formato_invalido
21970,,1418,29,12,11,914.68,161.16,57.85102,fecha_formato_invalido
21971,,1060,54,15,2,762.13, 118.52 ,19132.65,fecha_formato_invalido
21972,2025-02-05,189,76,15,11,1868.13,363.37,,monto_asegurado_error
21973,,1907,76,3,4,,"106,59",,"monto_asegurado_error,fecha_formato_invalido"
21974,,1049,25,1,12,65891.0,101.08,,"monto_asegurado_error,fecha_formato_invalido"
21975,,357,53,12,4,22480.0,,29.88061,fecha_formato_invalido
21976,,2317,17,8,1,364.15,19.69,25.45696,fecha_formato_invalido
21977,,1829,34,12,2,64200.0,125.55,52.70942,fecha_formato_invalido
21978,,2103,51,6,6,1627.81,258.02,86348.74,fecha_formato_invalido
21979,,385,59,11,1,95208.0,139.50,,"monto_asegurado_error,fecha_formato_invalido"
21980,2025-05-22,871,60,12,9,1483.97,229.23,,monto_asegurado_error
21981,,922,72,14,9,467.24,59.18,72.50578,fecha_formato_invalido
21982,,2507,41,7,4,270.99, 41.35 ,30923.74,fecha_formato_invalido
21984,,995,34,6,10,1669.96, 170.99 ,76883.06,fecha_formato_invalido
21986,,2374,51,6,1,71320.0, 165.30 ,131.22575,fecha_formato_invalido
21987,,578,62,10,6,,"201,67",121785.33,fecha_formato_invalido
21988,,1918,14,3,1,17585.0,28.16,5585.56,fecha_formato_invalido
21989,,207,36,10,1,1696.41,-,227012.63,fecha_formato_invalido
21990,,1182,64,3,3,1035.9, 176.44 ,153426.92,fecha_formato_invalido
21991,,1445,10,1,4,1346.86, 252.56 ,46898.82,fecha_formato_invalido
21992,,2014,17,10,4,724.81,"100,78",,"monto_asegurado_error,fecha_formato_invalido"
21993,,2754,48,2,3,1007.67,89.46,184004.78,fecha_formato_invalido
21994,,1854,16,9,10,1.55605,,229876.18,fecha_formato_invalido
21995,,1295,36,1,2,,"10,95",6381.14,fecha_formato_invalido
21996,,1441,47,11,9,1065.81,103.50,,"monto_asegurado_error,fecha_formato_invalido"
21997,,2895,29,12,5,1761.6,195.61,77232.98,fecha_formato_invalido
21998,,1793,38,4,8,21696.0, 24.29 ,39.64732,fecha_formato_invalido
21999,,2183,46,3,6,,-,92874.99,fecha_formato_invalido
22001,,133,10,7,3,1012.81, 172.82 ,130.75444,fecha_formato_invalido
22003,,1858,39,7,7,1245.2,150.53,101834.65,fecha_formato_invalido
22005,,1536,4,2,11,327.38, 50.93 ,,"monto_asegurado_error,fecha_formato_invalido"
22007,,2260,38,5,6,,50.34,15467.89,fecha_formato_invalido
22008,,2792,5,15,1,,-,156585.88,fecha_formato_invalido
22009,,1021,35,7,12,, 46.98 ,,"monto_asegurado_error,fecha_formato_invalido"
22010,,2368,1,6,4,1717.12,324.02,299255.01,fecha_formato_invalido
22011,,2456,8,7,10,1551.76, 154.43 ,,"monto_asegurado_error,fecha_formato_invalido"
22012,,2094,58,11,5,1576.97,"374,60",105440.14,fecha_formato_invalido
22013,,2429,44,2,3,1196.42, 265.22 ,96209.9,fecha_formato_invalido
22015,,1219,60,1,11,21240.0,,32374.56,fecha_formato_invalido
22017,,2514,15,15,2,729.49,"145,81",103454.01,fecha_formato_invalido
22018,,1463,21,10,11,,104.52,100903.71,fecha_formato_invalido
22019,,369,38,12,12,1528.63,"122,05",102432.36,fecha_formato_invalido
22021,,1234,73,15,9,59235.0,,27729.38,fecha_formato_invalido
22022,,1663,40,9,8,42665.0,,56394.3,fecha_formato_invalido
22023,,1037,68,5,12,1540.07,96.66,307278.77,fecha_formato_invalido
22024,,481,45,9,8,,,68696.18,fecha_formato_invalido
22025,,3581,53,15,7,1090.61,145.57,,"monto_asegurado_error,fecha_formato_invalido"
22026,,1965,64,10,2,91061.0, 63.86 ,32.25769,fecha_formato_invalido
22027,,2963,9,11,7,, 293.04 ,,"monto_asegurado_error,fecha_formato_invalido"
22029,,865,21,7,10,199.72,15.55,34552.97,fecha_formato_invalido
22030,,1908,19,14,2,100.25, 6.88 ,2757.77,fecha_formato_invalido
22031,,1913,26,5,5,,140.14,194.77757,fecha_formato_invalido
22032,,2245,29,9,10,, 123.17 ,215007.1,fecha_formato_invalido
22033,,2362,54,8,11,,"236,83",81528.88,fecha_formato_invalido
22034,,668,2,10,5,1.07831,"87,46",119966.73,fecha_formato_invalido
22035,,1774,2,9,6,909.15, 119.49 ,143041.05,fecha_formato_invalido
22036,,2288,24,14,4,1571.23,275.65,210.49412,fecha_formato_invalido
22037,,1934,65,9,4,1750.2,209.18,,"monto_asegurado_error,fecha_formato_invalido"
22039,,233,54,7,3,615.69,"145,59",56282.84,fecha_formato_invalido
22040,,2703,12,11,9,1893.67,"340,37",353893.64,fecha_formato_invalido
22041,,1532,53,10,2,1.11289,216.64,113.68727,fecha_formato_invalido
22042,,1277,41,11,3,327.1, 29.54 ,27945.12,fecha_formato_invalido
22043,,810,21,10,7,,70.15,117332.31,fecha_formato_invalido
22044,,2191,28,10,12,1826.71, 407.83 ,139602.88,fecha_formato_invalido
22045,,2873,4,7,12,193.69,"30,58",5705.1,fecha_formato_invalido
22046,2025-02-21,1068,8,5,5,104.4,9.08,,monto_asegurado_error
22048,,2805,61,12,8,10699.0,9.12,,"monto_asegurado_error,fecha_formato_invalido"
22049,,1631,1,3,5,1728.53,324.81,105969.87,fecha_formato_invalido
22050,,594,29,11,7,501.61, 48.53 ,91496.83,fecha_formato_invalido
22051,,2458,94,9,8,365.18, 78.59 ,8775.11,fecha_formato_invalido
22052,,275,59,1,10,1.22011,275.02,102074.1,fecha_formato_invalido
22053,,1839,66,13,8,521.0,79.99,103845.74,fecha_formato_invalido
22054,,2952,33,10,7,968.22,,89.89008,fecha_formato_invalido
22055,,2974,63,15,7,55908.0,103.16,84119.81,fecha_formato_invalido
22057,,1524,13,6,5,297.14,,,"monto_asegurado_error,fecha_formato_invalido"
22058,2025-01-12,2717,34,15,6,172.15,"22,73",,monto_asegurado_error
22059,,990,8,7,9,1698.92, 320.96 ,283834.46,fecha_formato_invalido
22060,,1120,8,13,11,,439.89,205538.75,fecha_formato_invalido
22061,,1051,48,8,5,1683.33,"419,54",52815.78,fecha_formato_invalido
22062,,1432,53,15,1,603.8,142.52,81948.7,fecha_formato_invalido
22063,,87,24,7,6,953.22,91.25,142703.58,fecha_formato_invalido
22064,,374,69,11,11,,"235,79",115571.02,fecha_formato_invalido
22065,,1451,52,6,11,1.00106,147.15,,"monto_asegurado_error,fecha_formato_invalido"
22066,,1807,17,8,12,1555.16,90.42,,"monto_asegurado_error,fecha_formato_invalido"
22067,,1165,9,7,11,1020.7,-,71.19047,fecha_formato_invalido
22069,,625,19,12,4,1891.99,,68.60489,fecha_formato_invalido
22070,,2508,2,13,6,98951.0,69.59,154472.6,fecha_formato_invalido
22071,,423,23,3,10,349.38,79.98,,"monto_asegurado_error,fecha_formato_invalido"
22072,,1322,8,7,10,1.7347,209.21,149801.44,fecha_formato_invalido
22073,,795,42,9,11,297.87,69.38,,"monto_asegurado_error,fecha_formato_invalido"
22075,,116,4,5,1,, 231.56 ,,"monto_asegurado_error,fecha_formato_invalido"
22076,,769,59,11,5,-490.88,48.31,14743.62,fecha_formato_invalido
22077,,1590,25,3,5,1.50166,"344,83",88.70368,fecha_formato_invalido
22078,,1224,52,2,4,54555.0, 67.74 ,102748.23,fecha_formato_invalido
22079,,2242,75,9,9,64585.0,,,"monto_asegurado_error,fecha_formato_invalido"
22080,,3852,40,10,3,202.86,"49,53",29603.12,fecha_formato_invalido
22081,,430,35,5,8,27324.0, 52.00 ,11165.0,fecha_formato_invalido
22082,,2080,27,4,3,142.93, 20.59 ,21064.7,fecha_formato_invalido
22083,,852,8,1,9,643.82,45.72,89514.96,fecha_formato_invalido
22084,,2402,25,7,5,,"141,96",73.57794,fecha_formato_invalido
22085,,540,52,4,1,165.46, 32.11 ,25822.56,fecha_formato_invalido
22087,,1770,22,2,7,,"342,61",,"monto_asegurado_error,fecha_formato_invalido"
22089,,11,18,10,12,21155.0,-,,"monto_asegurado_error,fecha_formato_invalido"
22090,,2262,56,14,2,1.2019,130.13,228.16404,fecha_formato_invalido
22091,,2969,65,5,6,1520.32,88.35,,"monto_asegurado_error,fecha_formato_invalido"
22092,,1493,17,9,1,1.07175,,140727.3,fecha_formato_invalido
22093,,39,28,9,1,1849.75, 334.77 ,265570.99,fecha_formato_invalido
22094,,2213,76,11,3,617.85,97.02,89858.65,fecha_formato_invalido
22095,,798,77,5,2,1483.14,,254056.92,fecha_formato_invalido
22096,,596,67,14,12,1837.0,413.96,132057.89,fecha_formato_invalido
22097,,1797,44,13,2,520.16,31.94,,"monto_asegurado_error,fecha_formato_invalido"
22098,,1407,66,11,1,416.29,98.86,45910.86,fecha_formato_invalido
22099,,2787,77,2,10,,92.03,31188.37,fecha_formato_invalido
22100,,894,44,4,1,526.12,113.16,18851.13,fecha_formato_invalido
22101,,511,57,1,3,56189.0,74.58,38852.91,fecha_formato_invalido
22102,,87,28,1,6,1320.74, 210.98 ,202493.46,fecha_formato_invalido
22103,,2842,37,4,2,,,197.0153,fecha_formato_invalido
22104,,31,41,3,6,1591.42,"121,68",273.35922,fecha_formato_invalido
22105,,3792,7,4,12,,27.00,36090.85,fecha_formato_invalido
22106,,844,61,4,6,,57.95,52688.58,fecha_formato_invalido
22107,,2622,41,12,4,1.90114, 285.54 ,334612.32,fecha_formato_invalido
22108,2025-07-26,2806,62,7,8,, 80.29 ,,monto_asegurado_error
22109,,2151,58,13,4,406.39,91.68,24904.34,fecha_formato_invalido
22110,,1179,67,13,5,,,21.39931,fecha_formato_invalido
22111,,583,48,6,11,1338.12,-,68300.05,fecha_formato_invalido
22112,,1778,18,9,11,,"15,18",40371.81,fecha_formato_invalido
22114,,1290,20,4,10,, 304.66 ,250793.48,fecha_formato_invalido
22115,,413,42,6,1,1100.22,187.52,63325.8,fecha_formato_invalido
22116,,50,26,5,7,1302.38,,,"monto_asegurado_error,fecha_formato_invalido"
22118,,874,77,13,5,459.48, 59.84 ,23086.11,fecha_formato_invalido
22119,,1058,63,3,5,1275.67,"136,88",,"monto_asegurado_error,fecha_formato_invalido"
22121,,2022,78,1,8,703.21,168.05,96.98563,fecha_formato_invalido
22122,,369,4,4,11,1030.01, 105.48 ,114.83689,fecha_formato_invalido
22123,,2368,3,3,4,1753.56,"2,922.90",330954.78,fecha_formato_invalido
22124,,1153,80,14,2,1814.74,,329791.2,fecha_formato_invalido
22125,,469,41,2,6,1158.95,77.97,179067.33,fecha_formato_invalido
22126,,2464,4,14,8,801.04,"170,46",19759.85,fecha_formato_invalido
22127,,440,77,14,4,,146.09,58740.3,fecha_formato_invalido
22128,,1032,53,4,11,,159.12,130734.2,fecha_formato_invalido
22129,,2127,79,6,4,776.54,"96,14",118923.08,fecha_formato_invalido
22130,,2824,33,9,1,62.31, 6.81 ,,"monto_asegurado_error,fecha_formato_invalido"
22131,,450,52,3,10,, 1002.35 ,130421.63,fecha_formato_invalido
22133,,1506,23,6,8,713.12, 68.61 ,120.47363,fecha_formato_invalido
22134,,1419,3,10,3,163.15,20.22,,"monto_asegurado_error,fecha_formato_invalido"
22135,,42,8,8,9,70855.0,132.23,100105.29,fecha_formato_invalido
22136,,765,46,3,4,93701.0,207.91,163127.16,fecha_formato_invalido
22137,,1253,11,4,12,1.48411, 216.21 ,66697.32,fecha_formato_invalido
22138,,2259,79,7,7,1011.36,119.55,32120.54,fecha_formato_invalido
22139,,1801,40,9,9,,262.60,201753.29,fecha_formato_invalido
22140,,1326,12,3,12,,255.01,184.65328,fecha_formato_invalido
22141,,2662,43,1,10,777.0,69.26,140571.18,fecha_formato_invalido
22142,,2764,68,5,12,1730.45,,,"monto_asegurado_error,fecha_formato_invalido"
22143,,1064,25,6,7,,166.74,215175.35,fecha_formato_invalido
22144,,880,17,4,1,55.18, 5.86 ,3.96942,fecha_formato_invalido
22145,,1704,42,2,2,789.39,188.13,,"monto_asegurado_error,fecha_formato_invalido"
22146,,2837,27,9,3,73906.0,-,,"monto_asegurado_error,fecha_formato_invalido"
22147,,2593,4,7,4,1907.13,255.10,195757.7,fecha_formato_invalido
22149,,2971,45,3,6,233.26,21.35,22046.04,fecha_formato_invalido
22150,,275,35,1,11,, 138.24 ,78844.81,fecha_formato_invalido
22151,,2639,44,13,1,804.54,70.27,26.45107,fecha_formato_invalido
22152,,48,1,9,10,803.19, 164.59 ,56.59765,fecha_formato_invalido
22153,,397,91,4,4,,-,20852.02,fecha_formato_invalido
22155,2025-07-18,567,3,9,11,984.47,233.77,,monto_asegurado_error
22156,,2284,13,14,2,91175.0,213.40,167.60858,fecha_formato_invalido
22157,,2543,30,10,6,,"155,08",31937.22,fecha_formato_invalido
22158,2025-05-03,637,57,1,2,1417.34,"217,50",,monto_asegurado_error
22159,,2267,26,14,1,, 73.80 ,49456.63,fecha_formato_invalido
22160,,159,57,14,6,1336.4,302.85,136706.73,fecha_formato_invalido
22161,,2937,12,11,1,,85.08,165814.49,fecha_formato_invalido
22163,,2131,23,15,11,,219.98,348.74144,fecha_formato_invalido
22164,,3628,37,11,12,1190.6,196.80,196688.57,fecha_formato_invalido
22165,2025-11-03,402,80,14,12,1191.71,"275,88",,monto_asegurado_error
22166,,1186,62,3,2,,206.38,92591.58,fecha_formato_invalido
22167,,1499,15,8,11,88801.0,70.79,146539.61,fecha_formato_invalido
22168,,857,19,5,4,76956.0,157.95,17.81703,fecha_formato_invalido
22169,,2879,38,9,12,272.25,16.82,47337.2,fecha_formato_invalido
22170,,1686,32,6,9,98202.0,,72.31927,fecha_formato_invalido
22171,,2244,72,10,8,377.61, 84.65 ,63.81475,fecha_formato_invalido
22172,,735,74,1,5,1866.71,253.09,279.12952,fecha_formato_invalido
22176,,2212,73,12,9,601.29,80.32,87989.32,fecha_formato_invalido
22177,,2902,77,11,6,485.51,117.13,28902.36,fecha_formato_invalido
22178,,1592,40,8,5,1673.2,-,302213.34,fecha_formato_invalido
22179,,2411,2,15,11,615.64,"124,62",38.67166,fecha_formato_invalido
22180,,1973,46,4,1,507.48,,77361.79,fecha_formato_invalido
22181,,1433,39,8,7,384.31,-,26481.14,fecha_formato_invalido
22182,,643,78,14,9,1383.56,-,,"monto_asegurado_error,fecha_formato_invalido"
22183,,489,24,15,10,1821.47,"141,24",160.66895,fecha_formato_invalido
22184,,1718,36,10,6,,84.11,,"monto_asegurado_error,fecha_formato_invalido"
22185,,1204,80,12,3,24619.0, 58.73 ,21508.92,fecha_formato_invalido
22186,,1451,8,10,8,,"46,28",67.18093,fecha_formato_invalido
22187,,1685,63,3,6,830.93,113.08,159.49988,fecha_formato_invalido
22188,2025-07-03,313,56,1,8,1441.87, 146.65 ,,monto_asegurado_error
22189,,61,8,13,2,1984.1,494.40,113332.11,fecha_formato_invalido
22190,,2116,39,12,12,1058.18,,,"monto_asegurado_error,fecha_formato_invalido"
22191,2025-11-12,478,26,11,12,34625.0,,,monto_asegurado_error
22192,,2940,30,15,4,1.20881,"1,630.78",,"monto_asegurado_error,fecha_formato_invalido"
22193,,2464,99,2,1,1792.67,"386,78",272474.55,fecha_formato_invalido
22194,,2677,16,9,2,,-,40017.58,fecha_formato_invalido
22195,,1700,44,6,6,1366.38,178.68,214559.53,fecha_formato_invalido
22196,,921,66,3,1,,"212,99",304504.2,fecha_formato_invalido
22197,,1977,72,13,9,1088.47,110.55,185.18154,fecha_formato_invalido
22198,,722,63,2,11,36935.0,40.50,11401.78,fecha_formato_invalido
22199,,1238,39,8,6,1920.88,290.64,45059.46,fecha_formato_invalido
22201,,2802,51,7,10,917.41,198.19,73418.22,fecha_formato_invalido
22202,2025-08-03,2560,75,7,2,,"61,95",,monto_asegurado_error
22203,,2298,6,4,3,1889.89,"2.958,26",,"monto_asegurado_error,fecha_formato_invalido"
22204,,1437,57,8,6,331.96,64.29,15062.96,fecha_formato_invalido
22205,,1384,60,14,2,268.19,25.68,42094.41,fecha_formato_invalido
22206,,84,13,14,10,0.0,80.55,27806.15,fecha_formato_invalido
22207,,527,4,9,2,1.35681,"296,76",210234.73,fecha_formato_invalido
22209,,1772,76,2,8,1862.2,171.85,,"monto_asegurado_error,fecha_formato_invalido"
22210,,909,37,3,1,1288.62, 213.62 ,,"monto_asegurado_error,fecha_formato_invalido"
22211,,2385,68,12,2,,,53981.71,fecha_formato_invalido
22212,,267,19,7,2,,306.52,,"monto_asegurado_error,fecha_formato_invalido"
22213,,2283,42,1,6,,"2.599,44",63549.54,fecha_formato_invalido
22214,,1281,49,14,5,59345.0,-,27832.12,fecha_formato_invalido
22215,2025-03-11,335,4,1,5,1352.83,"171,72",,monto_asegurado_error
22216,,2382,18,4,12,777.78,169.32,78.69989,fecha_formato_invalido
22217,,3667,14,11,5,1876.45,454.33,138777.6,fecha_formato_invalido
22218,,2558,78,6,2,1556.68, 284.80 ,,"monto_asegurado_error,fecha_formato_invalido"
22219,,774,31,2,10,,175.62,,"monto_asegurado_error,fecha_formato_invalido"
22220,,470,10,4,3,25589.0,46.77,40977.66,fecha_formato_invalido
22221,,1736,75,3,4,1155.63,"1.713,77",159413.34,fecha_formato_invalido
22222,,1001,61,5,6,1064.1,,,"monto_asegurado_error,fecha_formato_invalido"
22223,,977,3,7,7,598.88,34.07,12077.9,fecha_formato_invalido
22224,,2279,15,8,10,247.32, 16.17 ,41.35908,fecha_formato_invalido
22225,,452,28,9,4,1.26994,"258,05",174088.12,fecha_formato_invalido
22226,,2258,74,4,8,1567.03,,,"monto_asegurado_error,fecha_formato_invalido"
22227,,1959,21,15,12,1147.48,230.29,107783.71,fecha_formato_invalido
22228,,207,3,10,8,1.69062,"254,74",165996.91,fecha_formato_invalido
22229,,14,52,14,9,,"59,61",128.65499,fecha_formato_invalido
22230,,597,76,2,12,315.0,31.60,43527.33,fecha_formato_invalido
22231,,2335,17,5,11,49566.0,51.13,91201.15,fecha_formato_invalido
22232,,2591,80,11,9,1.47677,129.39,48574.81,fecha_formato_invalido
22233,,140,7,11,3,,361.68,337140.77,fecha_formato_invalido
22234,,126,76,15,4,415.01,101.25,,"monto_asegurado_error,fecha_formato_invalido"
22236,,2424,56,6,1,392.89,"44,86",67904.22,fecha_formato_invalido
22237,,242,22,13,2,1412.43,,172.43696,fecha_formato_invalido
22239,,165,25,14,8,800.26,"134,17",,"monto_asegurado_error,fecha_formato_invalido"
22240,,1977,57,8,8,473.72,,,"monto_asegurado_error,fecha_formato_invalido"
22241,,819,72,7,7,,150.69,,"monto_asegurado_error,fecha_formato_invalido"
22242,,2072,50,7,10,1050.08,92.34,126760.58,fecha_formato_invalido
22244,,2270,65,10,9,150.29,26.09,,"monto_asegurado_error,fecha_formato_invalido"
22245,2025-09-17,2634,39,4,7,1.69753, 404.83 ,,monto_asegurado_error
22246,,1961,80,11,7,1.81685,98.62,172056.47,fecha_formato_invalido
22247,,1178,17,9,2,1136.44,"92,98",226270.78,fecha_formato_invalido
22248,,434,72,7,10,,"66,70",,"monto_asegurado_error,fecha_formato_invalido"
22249,,172,27,4,11,, 199.47 ,60241.76,fecha_formato_invalido
22250,,443,69,4,8,607.86,45.92,13289.22,fecha_formato_invalido
22251,,99,76,2,6,,349.84,259450.87,fecha_formato_invalido
22252,,1470,14,14,8,1161.85,-,,"monto_asegurado_error,fecha_formato_invalido"
22254,,1290,62,5,11,,121.60,56969.92,fecha_formato_invalido
22255,,787,29,10,10,1573.35,"1,821.39",249.498,fecha_formato_invalido
22257,,2548,12,15,2,1832.13,"196,95",361191.4,fecha_formato_invalido
22258,,54,19,6,2,161.04,26.06,30029.62,fecha_formato_invalido
22259,,1349,16,6,7,877.91, 205.42 ,139286.2,fecha_formato_invalido
22260,,2696,56,1,6,, 32.35 ,18677.54,fecha_formato_invalido
22261,,1219,24,8,3,80898.0, 175.73 ,80607.69,fecha_formato_invalido
22262,,2532,2,12,8,1375.82, 338.80 ,258904.66,fecha_formato_invalido
22263,,558,4,5,12,971.87,,93844.57,fecha_formato_invalido
22265,,145,73,1,9,1284.96, 234.49 ,,"monto_asegurado_error,fecha_formato_invalido"
22266,,43,39,4,3,1342.89,113.43,,"monto_asegurado_error,fecha_formato_invalido"
22267,,2870,61,8,2,947.04,102.54,,"monto_asegurado_error,fecha_formato_invalido"
22268,,111,11,2,6,178.52,9.75,18563.3,fecha_formato_invalido
22269,,1325,26,9,12,239.15,"31,98",,"monto_asegurado_error,fecha_formato_invalido"
22270,,1138,67,14,1,43362.0,"107,02",,"monto_asegurado_error,fecha_formato_invalido"
22272,,1475,63,4,2,624.26,143.92,27347.46,fecha_formato_invalido
22273,,1413,57,15,10,,190.73,151221.97,fecha_formato_invalido
22275,,1525,48,6,5,727.04,45.68,75588.97,fecha_formato_invalido
22276,,2252,45,9,10,681.02,,,"monto_asegurado_error,fecha_formato_invalido"
22277,,1786,54,9,8,,79.27,80729.01,fecha_formato_invalido
22278,,841,5,4,3,1635.39,"369,67",,"monto_asegurado_error,fecha_formato_invalido"
22279,,1225,73,6,9,1.56269, 372.17 ,223194.48,fecha_formato_invalido
22280,,1887,2,2,12,510.22, 48.26 ,67845.64,fecha_formato_invalido
